0.2 0.146175659845942
0.4 0.239357016134678
0.6 0.293953425111665
0.8 0.320891612148701
1 0.328404789088642
1.2 0.322650120341951
1.4 0.308190838676312
1.6 0.288371791361362
1.8 0.265611210646201
2 0.24162674057591
2.2 0.217609967603042
2.4 0.194360697439542
2.6 0.172389836865392
2.8 0.151997850264392
3 0.133334265442714
3.2 0.11644252112748
3.4 0.101293515076313
3.6 0.0878104756380134
3.8 0.0758872000054268
4 0.0654012467467606
4.2 0.0562233126012749
4.4 0.0482237434030844
4.6 0.0412769100141306
4.8 0.0352640093432361
5 0.0300747176313924
5.2 0.0256080200635558
5.4 0.0217724609957585
5.6 0.0184859975869523
5.8 0.0156755923945405
6 0.0132766443787507
6.2 0.0112323302855818
6.4 0.00949290759590715
6.6 0.00801501461567477
6.8 0.00676099164774433
7 0.00569823860046789
7.2 0.00479861812859565
7.4 0.00403790890732985
7.6 0.00339531047624922
7.8 0.00285299892165712
8 0.00239573123657334
8.2 0.00201049531047943
8.4 0.0016862020064283
8.6 0.00141341556805428
8.8 0.00118411857831604
9 0.000991507802071013
9.2 0.000829817439016123
9.4 0.00069416655799689
9.6 0.000580427753658223
9.8 0.000485114344607041
